#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2,YahooName
1146,Osvaldo Bido,674370,674370,23150,11808,*06ala*,ATH,SP,SP,Bido,Osvaldo,Bido,Osvaldo,Osvaldo Bido
1147,Jacob Hurtubise,674441,674441,27599,11917,*05r9h*,SEA,OF,OF,Hurtubise,Jacob,Hurtubise,Jacob,Jacob Hurtubise
1148,Steven Cruz,674444,674444,23165,11852,*05tjx*,KC,RP,RP,Cruz,Steven,Cruz,Steven,Steven Cruz
1149,Michael Plassmeyer,674681,674681,23191,11545,*04pqg*,TEX,SP,SP,Plassmeyer,Michael,Plassmeyer,Michael,Michael Plassmeyer
1150,Sean Guenther,674944,674944,20045,11251,*04ei8*,DET,RP,RP,Guenther,Sean,Guenther,Sean,Sean Guenther
1151,Troy Melton,675512,675512,31807,12430,*05uc4*,DET,SP,SP,Melton,Troy,Melton,Troy,Troy Melton
1152,Xzavion Curry,675540,675540,25595,11537,*0515h*,COL,RP,RP,Curry,Xzavion,Curry,Xzavion,Xzavion Curry
1153,Michael Grove,675627,675627,23221,11055,*04pmk*,LAD,RP,RP,Grove,Michael,Grove,Michael,Michael Grove
1154,Austin Beck,675648,675648,,10139,*04c8r*,LAD,OF,OF,Beck,Austin,Beck,Austin,
1155,Michael Mercado,675650,675650,23223,11962,*04eeq*,PHI,RP,RP,Mercado,Michael,Mercado,Michael,Michael Mercado
1156,Greg Jones,675659,675659,25448,11692,*04gdz*,HOU,SS,SS,Jones,Greg,Jones,Greg,Greg Jones
1157,Spencer Strider,675911,675911,27498,11300,*05mre*,ATL,SP,SP,Strider,Spencer,Strider,Spencer,Spencer Strider
1158,David Banuelos,675915,675915,23250,12079,*04eh1*,BAL,C,C,Banuelos,David,Bañuelos,David,David Bañuelos
1159,James Karinchak,675916,675916,20151,10700,*04ejp*,CHW,RP,RP,Karinchak,James,Karinchak,James,James Karinchak
1160,Alika Williams,675961,675961,27604,11833,*05gs3*,PIT,SS,SS,Williams,Alika,Williams,Alika,Alika Williams
1161,Canaan Smith-Njigba,675986,675986,23264,11376,*04egd*,CHW,OF,OF,Smith-Njigba,Canaan,Smith-Njigba,Canaan,Canaan Smith-Njigba
1162,Cody Bolton,675989,675989,23265,10908,*04ehs*,HOU,RP,RP,Bolton,Cody,Bolton,Cody,Cody Bolton
1163,Bob Seymour,676044,676044,30028,12442,*05jrw*,TB,1B,1B,Seymour,Bob,Seymour,Bob,Bob Seymour
1164,Griff McGarry,676046,676046,sa3017130,11620,*05uni*,PHI,RP,RP,McGarry,Griff,McGarry,Griff,
1165,Packy Naughton,676050,676050,23292,11256,*04ejl*,STL,RP,RP,Naughton,Packy,Naughton,Packy,Packy Naughton
1166,Codi Heuer,676051,676051,23293,10901,*04prq*,DET,RP,RP,Heuer,Codi,Heuer,Codi,Codi Heuer
1167,Jordan Westburg,676059,676059,27815,11610,*05gsc*,BAL,2B/3B,2B/3B,Westburg,Jordan,Westburg,Jordan,Jordan Westburg
1168,Jacob Amaya,676070,676070,23296,10398,*04elh*,CHW,SS,SS,Amaya,Jacob,,,
1169,Janson Junk,676083,676083,23301,11280,*04etg*,MIA,SP,SP,Junk,Janson,Junk,Janson,Janson Junk
1170,Collin Snider,676092,676092,23307,11389,*05y18*,SEA,RP,RP,Snider,Collin,Snider,Collin,Collin Snider
1171,Jeff Criswell,676105,676105,27608,12162,*05gx2*,COL,RP,RP,Criswell,Jeff,Criswell,Jeff,Jeff Criswell
1172,Emerson Hancock,676106,676106,27470,10873,*0510l*,SEA,SP,SP,Hancock,Emerson,Hancock,Emerson,Emerson Hancock
1173,Zach DeLoach,676113,676113,27471,10870,*05gs6*,CHW,OF,OF,DeLoach,Zach,DeLoach,Zach,Zach DeLoach
1174,Ryan Noda,676116,676116,23312,10322,*04enw*,BAL,OF,OF,Noda,Ryan,Noda,Ryan,Ryan Noda
1175,Jose Butto,676130,676130,23313,11400,*05oz7*,SF,RP,RP,Butto,Jose,Buttó,José,José Buttó
1176,Freddy Tarnok,676206,676206,23324,11335,*04efr*,MIA,RP,RP,Tarnok,Freddy,Tarnok,Freddy,Freddy Tarnok
1177,Seth Elledge,676220,676220,19766,10888,,ATH,RP,RP,Elledge,Seth,Elledge,Seth,Seth Elledge
1178,Ryan Walker,676254,676254,20423,11794,*066n3*,SF,RP,RP,Walker,Ryan,Walker,Ryan,Ryan Walker
1179,Jack Dreyer,676263,676263,30249,12296,*06luc*,LAD,RP,RP,Dreyer,Jack,Dreyer,Jack,Jack Dreyer
1180,Cory Abbott,676265,676265,20277,10790,,TEX,RP,RP,Abbott,Cory,Abbott,Cory,Cory Abbott
1181,Bobby Miller,676272,676272,27483,11073,*05gwz*,LAD,SP,SP,Miller,Bobby,Miller,Bobby,Bobby Miller
1182,Joey Cantillo,676282,676282,23335,10401,*04eos*,CLE,SP,SP,Cantillo,Joey,Cantillo,Joey,Joey Cantillo
1183,Jonny DeLuca,676356,676356,26365,11681,*04y94*,TB,OF,OF,DeLuca,Jonny,DeLuca,Jonny,Jonny DeLuca
1184,Nelson Velazquez,676369,676369,23359,11323,*04eh9*,KC,OF,OF,Velazquez,Nelson,,,
1185,Ernie Clement,676391,676391,20352,10925,*04alp*,TOR,1B/2B/ SS/3B,1B/2B/ SS/3B,Clement,Ernie,Clement,Ernie,Ernie Clement
1186,Robert Garcia,676395,676395,23363,11823,*04enz*,TEX,RP,RP,Garcia,Robert,Garcia,Robert,Robert Garcia
1187,Brant Hurter,676428,676428,30133,12141,*05u6p*,DET,RP,RP,Hurter,Brant,Hurter,Brant,Brant Hurter
1188,Hunter Feduccia,676439,676439,23372,11779,*04pwl*,TB,C,C,Feduccia,Hunter,Feduccia,Hunter,Hunter Feduccia
1189,Tanner Bibee,676440,676440,30134,11595,*05y23*,CLE,SP,SP,Bibee,Tanner,Bibee,Tanner,Tanner Bibee
1190,Jack Winkler,676466,676466,29830,12402,*05yhw*,MIA,SS,SS,Winkler,Jack,Winkler,Jack,Jack Winkler
1191,Colton Gordon,676467,676467,31312,12069,*05yfi*,HOU,SP,SP,Gordon,Colton,Gordon,Colton,Colton Gordon
1192,Alec Burleson,676475,676475,27615,11421,*05jr0*,STL,1B/OF,1B/OF,Burleson,Alec,Burleson,Alec,Alec Burleson
1193,Garrett Whitlock,676477,676477,20191,11190,*04eqa*,BOS,RP,RP,Whitlock,Garrett,Whitlock,Garrett,Garrett Whitlock
1194,Jose Barrero,676480,676480,23378,10825,*04dwv*,BAL,SS,SS/OF,Barrero,Jose,Barrero,Jose,Jose Barrero
1195,Ben Casparius,676508,676508,30085,12159,*05y4k*,LAD,SP,SP,Casparius,Ben,Casparius,Ben,Ben Casparius
1196,Nolan Hoffman,676510,676510,23381,11775,,PHI,SP,SP,Hoffman,Nolan,Hoffman,Nolan,Nolan Hoffman
1197,Calvin Faucher,676534,676534,20116,11395,*04ekf*,MIA,RP,RP,Faucher,Calvin,Faucher,Calvin,Calvin Faucher
1198,Brewer Hicklen,676551,676551,20450,11477,*04eii*,PHI,OF,OF,Hicklen,Brewer,Hicklen,Brewer,Brewer Hicklen
1199,Ricky Vanasco,676568,676568,23391,11372,*04eoi*,DET,RP,RP,Vanasco,Ricky,Vanasco,Ricky,Ricky Vanasco
1200,Eric Wagaman,676572,676572,23395,12181,*04emu*,MIA,1B/3B/ OF,1B/3B/ OF,Wagaman,Eric,Wagaman,Eric,Eric Wagaman
1201,Josh Fleming,676596,676596,20418,10958,*04egq*,SEA,RP,RP,Fleming,Josh,Fleming,Josh,Josh Fleming
1202,Tyler Zuber,676604,676604,20379,10936,*04ehi*,MIA,RP,RP,Zuber,Tyler,Zuber,Tyler,Tyler Zuber
1203,Jose Caballero,676609,676609,23401,11786,*04eig*,NYY,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Caballero,Jose,Caballero,José,José Caballero
1204,Riley O’Brien,676617,676617,20348,11162,*04ej3*,STL,RP,RP,O’Brien,Riley,O’Brien,Riley,Riley O’Brien
1205,Tyreque Reed,676627,676627,sa3004163,10433,*04ejh*,BOS,1B,1B,Reed,Tyreque,,,
1206,Bligh Madris,676632,676632,20054,11500,*04ejw*,DET,OF,OF,Madris,Bligh,Madris,Bligh,Bligh Madris
1207,Max Lazar,676661,676661,23426,12146,*04el7*,PHI,RP,RP,Lazar,Max,Lazar,Max,Max Lazar
1208,JP Sears,676664,676664,23429,11401,*04eld*,SD,SP,SP,Sears,JP,Sears,JP,JP Sears
1209,Luis Vazquez,676679,676679,23442,11964,*04ens*,BAL,SS,SS,Vazquez,Luis,Vázquez,Luis,Luis Vázquez
1210,Will Vest,676684,676684,19769,11186,*04em6*,DET,RP,RP,Vest,Will,Vest,Will,Will Vest
1211,Jake Meyers,676694,676694,20308,10999,*04emt*,HOU,OF,OF,Meyers,Jake,Meyers,Jake,Jake Meyers
1212,Alan Trejo,676701,676701,20056,11036,*04eoq*,TEX,SS,SS,Trejo,Alan,Trejo,Alan,Alan Trejo
1213,Hunter Stratton,676702,676702,23455,11857,*04eoy*,ATL,RP,RP,Stratton,Hunter,Stratton,Hunter,Hunter Stratton
1214,Kutter Crawford,676710,676710,20531,11283,*04ep8*,BOS,SP,SP,Crawford,Kutter,Crawford,Kutter,Kutter Crawford
1215,Brandon Hughes,676714,676714,23460,11471,*04eon*,CHC,RP,RP,Hughes,Brandon,Hughes,Brandon,Brandon Hughes
1216,Tommy Romero,676720,676720,23465,11316,*04eoc*,CHC,SP,SP,Romero,Tommy,Romero,Tommy,Tommy Romero
1217,Jared Young,676724,676724,20404,11573,*04eoj*,NYM,1B,1B,Young,Jared,Young,Jared,Jared Young
1218,Isaac Mattson,676755,676755,20385,10604,,PIT,RP,RP,Mattson,Isaac,Mattson,Isaac,Isaac Mattson
1219,Korry Howell,676759,676759,sa3008238,10407,*04era*,SD,OF,OF,Howell,Korry,Howell,Korry,
1220,Ron Marinaccio,676760,676760,23488,11392,*04erc*,SD,RP,RP,Marinaccio,Ron,Marinaccio,Ron,Ron Marinaccio
1221,Irving Lopez,676761,676761,20463,11877,,SL,2B,2B,Lopez,Irving,,,
1222,Keaton Winn,676775,676775,23499,11680,*04esc*,SF,RP,RP,Winn,Keaton,Winn,Keaton,Keaton Winn
1223,Chas McCormick,676801,676801,19599,10007,*04esz*,HOU,OF,OF,McCormick,Chas,McCormick,Chas,Chas McCormick
1224,Carson McCusker,676812,676812,33098,12398,*06cqb*,MIN,OF,OF,McCusker,Carson,McCusker,Carson,Carson McCusker
1225,Kodi Whitley,676831,676831,19731,10723,*059zn*,TB,RP,RP,Whitley,Kodi,Whitley,Kodi,Kodi Whitley
1226,Aaron Ashby,676879,676879,23550,10372,*04ew7*,MIL,RP,RP,Ashby,Aaron,Ashby,Aaron,Aaron Ashby
1227,Chandler Seagle,676882,676882,23552,11882,,ATL,C,C,Seagle,Chandler,Seagle,Chandler,Chandler Seagle
1228,Davis Schneider,676914,676914,23565,11838,*04o2x*,TOR,2B/OF,2B/OF,Schneider,Davis,Schneider,Davis,Davis Schneider
1229,Cade Cavalli,676917,676917,27473,10971,*05gef*,WSH,SP,SP,Cavalli,Cade,Cavalli,Cade,Cade Cavalli
1230,Matthew Batten,676946,676946,20157,10595,*052im*,ATL,SS,SS,Batten,Matthew,Batten,Matthew,Matthew Batten
1231,Caleb Boushley,676961,676961,19736,11880,*060hu*,TEX,RP,RP,Boushley,Caleb,Boushley,Caleb,Caleb Boushley
1232,Ben Brown,676962,676962,23590,11935,*04o2w*,CHC,SP,SP,Brown,Ben,Brown,Ben,Ben Brown
1233,Brett de Geus,676969,676969,23592,11072,*0524m*,PHI,RP,RP,de Geus,Brett,de Geus,Brett,Brett de Geus
1234,Max Meyer,676974,676974,27474,10832,*05a2d*,MIA,SP,SP,Meyer,Max,Meyer,Max,Max Meyer
1235,Garrett Crochet,676979,676979,27463,10900,*05ajh*,BOS,SP,SP,Crochet,Garrett,Crochet,Garrett,Garrett Crochet
1236,Heston Kjerstad,677008,677008,31166,11771,*0596f*,BAL,OF,OF,Kjerstad,Heston,Kjerstad,Heston,Heston Kjerstad
1237,Josh Walker,677020,677020,23617,11793,*05u2x*,BAL,RP,RP,Walker,Josh,Walker,Josh,Josh Walker
1238,Andrew Nardi,677053,677053,25942,11536,*051c3*,MIA,RP,RP,Nardi,Andrew,Nardi,Andrew,Andrew Nardi
1239,Clayton Andrews,677076,677076,23631,10988,*04pzw*,SF,RP,RP,Andrews,Clayton,Andrews,Clayton,Clayton Andrews
1240,Zack Kelly,677161,677161,20349,11551,*05r1z*,BOS,RP,RP,Kelly,Zack,Kelly,Zack,Zack Kelly
1241,Kyren Paris,677347,677347,26420,11090,*050s0*,LAA,2B/OF,2B/OF,Paris,Kyren,Paris,Kyren,Kyren Paris
1242,Wander Franco,677551,677551,23667,10360,*04csx*,TB,SS,SS,Franco,Wander,Franco,Wander,Wander Franco
1243,Kristian Robinson,677565,677565,sa3006884,10267,*04g7l*,ARI,OF,OF,Robinson,Kristian,Robinson,Kristian,
1244,Aaron Bracho,677570,677570,sa3010018,10117,*04l97*,LAD,2B,2B,Bracho,Aaron,Bracho,Aaron,
1245,Brayan Rocchio,677587,677587,23690,10379,*04si3*,CLE,2B/SS,2B/SS,Rocchio,Brayan,Rocchio,Brayan,Brayan Rocchio
1246,Jose Tena,677588,677588,23691,11383,*04sxv*,WSH,3B,2B/3B,Tena,Jose,Tena,José,José Tena
1247,Everson Pereira,677592,677592,23695,10197,*04is5*,TB,OF,OF,Pereira,Everson,Pereira,Everson,Everson Pereira
1248,Julio Rodriguez,677594,677594,23697,10260,*04fhb*,SEA,OF,OF,Rodriguez,Julio,Rodríguez,Julio,Julio Rodríguez
1249,Ronny Mauricio,677595,677595,23698,10318,*04fyo*,NYM,2B/3B,2B/3B,Mauricio,Ronny,Mauricio,Ronny,Ronny Mauricio
1250,Eddy Diaz,677647,677647,sa3004979,10391,*04mtj*,COL,SS,SS,Diaz,Eddy,Diaz,Eddy,
1251,Ezequiel Duran,677649,677649,23733,11370,*04nqx*,TEX,1B/SS/ 3B/OF,1B/SS/ 3B/OF,Duran,Ezequiel,Duran,Ezequiel,Ezequiel Duran
1252,Luis Garcia,677651,677651,23735,11003,*04ni3*,HOU,SP,SP,Garcia,Luis,Garcia,Luis,Luis Garcia
1253,Wilyer Abreu,677800,677800,23772,11709,*060×1*,BOS,OF,OF,Abreu,Wilyer,Abreu,Wilyer,Wilyer Abreu
1254,Justin Bruihl,677865,677865,23779,11258,*05k3i*,TOR,RP,RP,Bruihl,Justin,Bruihl,Justin,Justin Bruihl
1255,Leo Jimenez,677870,677870,23782,11354,*04ni4*,TOR,SS,SS,Jimenez,Leo,Jiménez,Leo,Leo Jiménez
1256,Jordyn Adams,677941,677941,23788,10252,*04pkp*,BAL,OF,OF,Adams,Jordyn,Adams,Jordyn,Jordyn Adams
1257,Blaze Alexander,677942,677942,23789,10142,*04pvs*,ARI,2B/SS/ 3B,2B/SS/ 3B,Alexander,Blaze,Alexander,Blaze,Blaze Alexander
1258,Will Banfield,677943,677943,23790,10830,*04n1p*,CIN,C,C,Banfield,Will,Banfield,Will,Will Banfield
1259,Slade Cecconi,677944,677944,27500,11836,*04tk1*,CLE,SP,SP,Cecconi,Slade,Cecconi,Slade,Slade Cecconi
1260,Alek Thomas,677950,677950,23792,10126,*04pmw*,ARI,OF,OF,Thomas,Alek,Thomas,Alek,Alek Thomas
1261,Bobby Witt Jr.,677951,677951,25764,10932,*04lgp*,KC,SS,SS,Witt Jr.,Bobby,Witt Jr.,Bobby,Bobby Witt Jr.
1262,Braxton Ashcraft,677952,677952,23793,11999,*04pmq*,PIT,SP,SP,Ashcraft,Braxton,Ashcraft,Braxton,Braxton Ashcraft
1263,Jordan Groshans,677954,677954,23794,10250,*04n8x*,KC,3B,3B,Groshans,Jordan,Groshans,Jordan,Jordan Groshans
1264,Jaden Hill,677955,677955,30250,12048,*04w53*,COL,RP,RP,Hill,Jaden,Hill,Jaden,Jaden Hill
1265,Rece Hinds,677956,677956,27493,11113,*04nb4*,CIN,OF,OF,Hinds,Rece,Hinds,Rece,Rece Hinds
1266,Kumar Rocker,677958,677958,31843,12183,*04azu*,TEX,SP,SP,Rocker,Kumar,Rocker,Kumar,Kumar Rocker
1267,Ryan Weathers,677960,677960,23796,10325,*04mnw*,MIA,SP,SP,Weathers,Ryan,Weathers,Ryan,Ryan Weathers
1268,Cole Wilcox,677961,677961,sa3014443,11097,*04n0o*,TB,RP,RP,Wilcox,Cole,Wilcox,Cole,
1269,Randy Dobnak,677976,677976,23798,10667,*0506h*,DET,RP,RP,Dobnak,Randy,Dobnak,Randy,Randy Dobnak
1270,Parker Meadows,678009,678009,23800,10307,*04pmn*,DET,OF,OF,Meadows,Parker,Meadows,Parker,Parker Meadows
1271,Nick Schnell,678010,678010,sa3007639,10300,*04pm9*,WSH,OF,OF,Schnell,Nick,Schnell,Nick,
1272,Anthony Seigler,678011,678011,23802,10136,*04pkq*,MIL,C,C,Seigler,Anthony,Seigler,Anthony,Anthony Seigler
1273,Seth Halvorsen,678020,678020,33294,12169,*06fqx*,COL,RP,RP,Halvorsen,Seth,Halvorsen,Seth,Seth Halvorsen
1274,Jack Perkins,678022,678022,31468,12345,*04pv8*,ATH,SP,SP,Perkins,Jack,Perkins,Jack,Jack Perkins
1275,Mike Vasil,678024,678024,30105,11904,*04ok0*,CHW,SP,SP,Vasil,Mike,Vasil,Mike,Mike Vasil
1276,Ray Kerr,678061,678061,23809,11334,*05r9n*,ATL,RP,RP,Kerr,Ray,Kerr,Ray,Ray Kerr
1277,Luarbert Arias,678215,678215,23811,12245,*05l1p*,MIA,RP,RP,Arias,Luarbert,Arias,Luarbert,Luarbert Arias
1278,Ji Hwan Bae,678225,678225,23818,10013,*04lcq*,PIT,SS,SS,Bae,Ji Hwan,Bae,Ji Hwan,Ji Hwan Bae
1279,Daysbel Hernandez,678226,678226,20271,11832,*051z5*,ATL,RP,RP,Hernandez,Daysbel,Hernández,Daysbel,Daysbel Hernández
1280,Miguel Vargas,678246,678246,20178,10417,*04ru7*,CHW,1B/3B/ OF,1B/3B/ OF,Vargas,Miguel,Vargas,Miguel,Miguel Vargas
1281,Omar Cruz,678316,678316,23875,12289,*04tf0*,SD,RP,RP,Cruz,Omar,Cruz,Omar,Omar Cruz
1282,Valente Bellozo,678368,678368,23899,12117,*052c7*,MIA,SP,SP,Bellozo,Valente,Bellozo,Valente,Valente Bellozo
1283,Jorbit Vivas,678391,678391,23917,11398,*05a1t*,NYY,2B,2B,Vivas,Jorbit,Vivas,Jorbit,Jorbit Vivas
1284,Brayan Bello,678394,678394,23920,11362,*04t40*,BOS,SP,SP,Bello,Brayan,Bello,Brayan,Brayan Bello
1285,Jorge Barrosa,678489,678489,23968,11665,*04mrb*,ARI,OF,OF,Barrosa,Jorge,Barrosa,Jorge,Jorge Barrosa
1286,Randy Rodriguez,678495,678495,23974,11393,*05w9g*,SF,RP,RP,Rodriguez,Randy,Rodríguez,Randy,Randy Rodríguez
1287,Osleivis Basabe,678545,678545,23985,11691,*04ni5*,SF,SS,SS,Basabe,Osleivis,Basabe,Osleivis,Osleivis Basabe
1288,Curtis Mead,678554,678554,23986,11606,*05ahe*,CHW,1B/2B/ 3B,1B/2B/ 3B,Mead,Curtis,Mead,Curtis,Curtis Mead
1289,Jose A. Ferrer,678606,678606,24017,11662,*062ob*,WSH,RP,RP,Ferrer,Jose A.,Ferrer,Jose A.,Jose A. Ferrer
1290,Ezequiel Tovar,678662,678662,24064,11346,*04mra*,COL,SS,SS,Tovar,Ezequiel,Tovar,Ezequiel,Ezequiel Tovar
1291,Ronny Henriquez,678692,678692,24094,11371,*04tzu*,MIA,RP,RP,Henriquez,Ronny,Henriquez,Ronny,Ronny Henriquez
1292,Eddys Leonard,678760,678760,sa3005554,11397,*04yi5*,ATL,SS,SS,Leonard,Eddys,Leonard,Eddys,
1293,Luis Peralta,678821,678821,24203,12163,*060×5*,COL,RP,RP,Peralta,Luis,Peralta,Luis,Luis Peralta
1294,Jhonkensy Noel,678877,678877,24257,11382,*04yrs*,CLE,OF,OF,Noel,Jhonkensy,Noel,Jhonkensy,Jhonkensy Noel
1295,Ceddanne Rafaela,678882,678882,24262,11628,*05gsi*,BOS,2B/SS/ OF,2B/SS/ OF,Rafaela,Ceddanne,Rafaela,Ceddanne,Ceddanne Rafaela
1296,Liover Peguero,678894,678894,24273,11096,*04ol2*,PIT,SS,SS,Peguero,Liover,Peguero,Liover,Liover Peguero
1297,Kai-Wei Teng,678906,678906,24282,11988,*04zay*,SF,SP,SP,Teng,Kai-Wei,Teng,Kai-Wei,Kai-Wei Teng
1298,Johan Rojas,679032,679032,24336,11643,*04w4e*,PHI,OF,OF,Rojas,Johan,Rojas,Johan,Johan Rojas
1299,Walter Pennington,679156,679156,27624,12120,*06kyc*,BAL,RP,RP,Pennington,Walter,Pennington,Walter,Walter Pennington
1300,Eric Orze,679358,679358,27626,12121,*05mrv*,TB,RP,RP,Orze,Eric,Orze,Eric,Eric Orze
1301,Alec Marsh,679525,679525,27451,11144,*0512c*,KC,SP,SP,Marsh,Alec,Marsh,Alec,Alec Marsh
1302,Spencer Torkelson,679529,679529,27465,10831,*04yk2*,DET,1B,1B,Torkelson,Spencer,Torkelson,Spencer,Spencer Torkelson
1303,Jose Rodriguez,679563,679563,24388,11659,*05gcy*,PHI,SS,SS,Rodriguez,Jose,,,
1304,Terrin Vavra,679631,679631,24400,10429,*04xon*,BAL,SS,SS,Vavra,Terrin,Vavra,Terrin,Terrin Vavra
1305,Kyle Backhus,679775,679775,29615,12407,*06kwi*,ARI,RP,RP,Backhus,Kyle,Backhus,Kyle,Kyle Backhus
1306,Justin Foscue,679822,679822,27501,11770,*05gsg*,TEX,2B,2B,Foscue,Justin,Foscue,Justin,Justin Foscue
1307,Nick Loftin,679845,679845,27630,11612,*05gx0*,KC,2B/3B/ OF,1B/2B/ 3B/OF,Loftin,Nick,Loftin,Nick,Nick Loftin
1308,J.P. Martinez,679881,679881,24451,10012,,ATL,OF,OF,Martinez,J.P.,,,
1309,Justin Martinez,679885,679885,24453,11666,*05acp*,ARI,RP,RP,Martinez,Justin,Martinez,Justin,Justin Martinez
1310,Evan McKendry,679928,679928,sa3010787,12066,*0516m*,CHW,SP,SP,McKendry,Evan,McKendry,Evan,
1311,Dairon Blanco,680118,680118,19779,11474,*04mkt*,KC,OF,OF,Blanco,Dairon,Blanco,Dairon,Dairon Blanco
1312,Jackson Wolf,680232,680232,29832,11831,*05xpr*,SD,SP,SP,Wolf,Jackson,Wolf,Jackson,Jackson Wolf
1313,Max Schuemann,680474,680474,24488,11427,*04q24*,ATH,SS/3B,2B/SS/ 3B/OF,Schuemann,Max,Schuemann,Max,Max Schuemann
1314,Travis Swaggerty,680552,680552,24491,10348,*04mn3*,LAD,OF,OF,Swaggerty,Travis,Swaggerty,Travis,Travis Swaggerty
1315,Grayson Rodriguez,680570,680570,24492,10207,*04pko*,BAL,SP,SP,Rodriguez,Grayson,Rodriguez,Grayson,Grayson Rodriguez
1316,Adam Kloffenstein,680572,680572,24493,10120,*04ppt*,TOR,RP,RP,Kloffenstein,Adam,Kloffenstein,Adam,Adam Kloffenstein
1317,Simeon Woods Richardson,680573,680573,24494,10335,*04pmp*,MIN,SP,SP,Woods Richardson,Simeon,Woods Richardson,Simeon,Simeon Woods Richardson
1318,Matt McLain,680574,680574,29695,11613,*04pks*,CIN,2B/SS,2B/SS,McLain,Matt,McLain,Matt,Matt McLain
1319,DaShawn Keirsey Jr.,680577,680577,24496,10388,*04pq5*,MIN,OF,OF,Keirsey Jr.,DaShawn,Keirsey Jr.,DaShawn,DaShawn Keirsey Jr.
1320,Julio Rodriguez,680588,680588,sa3007992,10881,,HOU,RP,RP,Rodriguez,Julio,Rodriguez,Julio,
1321,Gunnar Hoglund,680684,680684,31318,12269,*04pmd*,ATH,SP,SP,Hoglund,Gunnar,Hoglund,Gunnar,Gunnar Hoglund
1322,Josiah Gray,680686,680686,24580,10259,*04pn3*,WSH,SP,SP,Gray,Josiah,Gray,Josiah,Josiah Gray
1323,Lyon Richardson,680689,680689,24581,11143,*04pmo*,CIN,RP,RP,Richardson,Lyon,Richardson,Lyon,Lyon Richardson
1324,Kyle Bradish,680694,680694,24586,11099,*04pq4*,BAL,SP,SP,Bradish,Kyle,Bradish,Kyle,Kyle Bradish
1325,Brennen Davis,680695,680695,sa3007876,10380,*04pmv*,NYY,OF,OF,Davis,Brennen,Davis,Brennen,Brennen Davis
1326,Richie Palacios,680700,680700,24589,10425,*04ppk*,TB,2B/OF,2B/OF,Palacios,Richie,Palacios,Richie,Richie Palacios
1327,Joey Gerber,680702,680702,24591,10827,*04pta*,TB,RP,RP,Gerber,Joey,Gerber,Joey,Joey Gerber
1328,Nick Sandlin,680704,680704,20517,10930,*04pmm*,TOR,RP,RP,Sandlin,Nick,Sandlin,Nick,Nick Sandlin
1329,Cole Roederer,680711,680711,sa3008184,10386,*04pn0*,SD,OF,OF,Roederer,Cole,Roederer,Cole,
1330,Jonathan Ornelas,680716,680716,24597,10249,*04tjk*,ATL,SS,SS,Ornelas,Jonathan,Ornelas,Jonathan,Jonathan Ornelas
1331,Addison Barger,680718,680718,24598,11596,*04qii*,TOR,3B/OF,3B/OF,Barger,Addison,Barger,Addison,Addison Barger
1332,Drew Rom,680723,680723,24602,11706,*04pqd*,STL,SP,SP,Rom,Drew,Rom,Drew,Drew Rom
1333,Adrian Del Castillo,680728,680728,29554,12144,*05jn0*,ARI,C,C,Del Castillo,Adrian,Del Castillo,Adrian,Adrian Del Castillo
1334,Garrett McDaniels,680729,680729,31751,12317,*06qyw*,LAD,RP,RP,McDaniels,Garrett,McDaniels,Garrett,Garrett McDaniels
1335,Mitchell Parker,680730,680730,27636,11970,*05jqy*,WSH,SP,SP,Parker,Mitchell,Parker,Mitchell,Mitchell Parker
1336,Sean Burke,680732,680732,29878,11755,*05xod*,CHW,SP,SP,Burke,Sean,Burke,Sean,Sean Burke
1337,Austin Cox,680735,680735,24604,10934,*04pra*,ATL,RP,RP,Cox,Austin,Cox,Austin,Austin Cox
1338,Justin Wrobleski,680736,680736,31204,12124,*05y9r*,LAD,RP,RP,Wrobleski,Justin,Wrobleski,Justin,Justin Wrobleski
1339,Michael Helman,680737,680737,24605,10608,*04pvp*,TEX,2B,2B,Helman,Michael,Helman,Michael,Michael Helman
1340,Josh Winder,680739,680739,24606,11312,*04psd*,ARI,RP,RP,Winder,Josh,Winder,Josh,Josh Winder
1341,Jonathan Bowlan,680742,680742,24607,11388,*04pmg*,KC,RP,RP,Bowlan,Jonathan,Bowlan,Jonathan,Jonathan Bowlan
1342,Ty Madden,680744,680744,30140,11918,*05oqe*,DET,RP,RP,Madden,Ty,Madden,Ty,Ty Madden
1343,Steven Kwan,680757,680757,24610,11315,*04pr1*,CLE,OF,OF,Kwan,Steven,Kwan,Steven,Steven Kwan
1344,Victor Vodnik,680767,680767,24614,11861,*04pxp*,COL,RP,RP,Vodnik,Victor,Vodnik,Victor,Victor Vodnik
1345,CJ Alexander,680769,680769,20557,10385,*04q23*,LAD,3B,3B,Alexander,CJ,Alexander,CJ,CJ Alexander
1346,Jarren Duran,680776,680776,24617,10824,*04pst*,BOS,OF,OF,Duran,Jarren,Duran,Jarren,Jarren Duran
1347,Ryan Jeffers,680777,680777,24618,10946,*04pmu*,MIN,C,C,Jeffers,Ryan,Jeffers,Ryan,Ryan Jeffers
1348,Henry Davis,680779,680779,29617,11742,*05oxc*,PIT,C,C,Davis,Henry,Davis,Henry,Henry Davis
